Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Category_C
1,3.9,142,32.0,50000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.4,15168,37.0,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.0,2155,15.0,500000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.3,138,5.4,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,3.7,5414,18.0,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.4,21777,21.516165435774234,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.3,348,38.0,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,3.2,250,1.1,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.6,13372,21.516165435774234,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.6,7880,21.516165435774234,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.5,3617,7.9,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,3.7,4806,35.0,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.6,65786,21.516165435774234,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.6,31433,17.0,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.6,5097,19.0,1000000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.0,1754,14.0,500000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.4,2680,2.2,500000.0,0,0.0,1,13,AUTO_AND_VEHICLES
1,4.0,1288,4.5,100000.0,0,0.0,1,13,AUTO_AND_VEHICLES
2,4.7,18900,17.0,500000.0,0,0.0,1,14,BEAUTY
2,4.9,49790,14.0,1000000.0,0,0.0,1,14,BEAUTY
2,4.7,1150,9.8,100000.0,0,0.0,1,14,BEAUTY
2,3.9,1739,21.0,500000.0,0,0.0,1,14,BEAUTY
2,3.9,32090,21.516165435774234,1000000.0,0,0.0,1,14,BEAUTY
2,4.2,2225,52.0,500000.0,0,0.0,1,14,BEAUTY
2,4.6,4369,14.0,100000.0,0,0.0,1,14,BEAUTY
2,4.3,8572,25.0,1000000.0,0,0.0,1,14,BEAUTY
2,4.7,964,9.0,50000.0,0,0.0,1,14,BEAUTY
2,4.7,42050,21.516165435774234,1000000.0,0,0.0,1,14,BEAUTY
2,4.8,104,12.0,10000.0,0,0.0,1,14,BEAUTY
2,4.2,17934,21.516165435774234,1000000.0,0,0.0,1,14,BEAUTY
2,4.3,601,35.0,100000.0,0,0.0,1,14,BEAUTY
2,4.5,36,6.7,10000.0,0,0.0,1,14,BEAUTY
2,4.1,187,30.0,50000.0,0,0.0,4,14,BEAUTY
2,4.193338315362448,182,5.7,100000.0,0,0.0,2,14,BEAUTY
2,4.2,30,2.9,10000.0,0,0.0,1,14,BEAUTY
2,4.5,134,17.0,10000.0,0,0.0,1,14,BEAUTY
2,4.4,74,2.9,10000.0,0,0.0,1,14,BEAUTY
2,4.0,113715,21.516165435774234,10000000.0,0,0.0,1,14,BEAUTY
2,4.1,3595,21.516165435774234,500000.0,0,0.0,1,14,BEAUTY
2,4.1,9315,2.6,1000000.0,0,0.0,1,14,BEAUTY
2,4.4,75,4.2,50000.0,0,0.0,1,14,BEAUTY
2,4.6,38,7.1,10000.0,0,0.0,1,14,BEAUTY
2,4.5,26834,57.0,1000000.0,0,0.0,1,14,BEAUTY
2,4.193338315362448,119,3.7,50000.0,0,0.0,1,14,BEAUTY
2,3.9,2277,22.0,500000.0,0,0.0,1,14,BEAUTY
2,4.4,2280,24.0,500000.0,0,0.0,1,14,BEAUTY
2,4.193338315362448,654,7.4,100000.0,0,0.0,4,14,BEAUTY
2,4.6,184,21.0,10000.0,0,0.0,1,14,BEAUTY
2,3.8,9,3.4,5000.0,0,0.0,1,14,BEAUTY
2,4.193338315362448,77,2.9,10000.0,0,0.0,3,14,BEAUTY
2,4.193338315362448,35,3.1,10000.0,0,0.0,2,14,BEAUTY
2,4.0,364,6.4,100000.0,0,0.0,1,14,BEAUTY
2,4.3,18,3.2,5000.0,0,0.0,1,14,BEAUTY
2,4.5,473,8.2,100000.0,0,0.0,3,14,BEAUTY
2,4.193338315362448,30,9.9,10000.0,0,0.0,3,14,BEAUTY
2,4.1,66,2.9,10000.0,0,0.0,1,14,BEAUTY
2,3.7,3871,23.0,1000000.0,0,0.0,1,14,BEAUTY
2,4.7,257,4.6,50000.0,0,0.0,1,14,BEAUTY
2,4.2,62,3.1,10000.0,0,0.0,1,14,BEAUTY
3,4.6,2914724,21.516165435774234,100000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.5,1857,4.9,50000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.6,4478,9.5,100000.0,0,0.0,2,19,BOOKS_AND_REFERENCE
3,4.4,577550,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.2,814080,21.516165435774234,100000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.5,246315,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.5,454060,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.5,155446,21.516165435774234,10000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.5,418,4.2,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,22486,5.4,1000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.5,203130,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.6,1435,2.8,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.8,116507,5.0,1000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,3.9,1433233,21.516165435774234,1000000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.6,90468,5.9,5000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.2,860,13.0,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.1,363934,7.1,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.7,967,6.7,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.2,87873,21.516165435774234,10000000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.3,17506,17.0,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,3.3,1862,19.0,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.6,2084,6.7,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.8,47303,21.0,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.7,19080,21.516165435774234,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.193338315362448,161,2.7,10000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.1,85842,37.0,5000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.6,7831,15.0,100000.0,0,0.0,4,19,BOOKS_AND_REFERENCE
3,4.1,91615,23.0,5000000.0,0,0.0,3,19,BOOKS_AND_REFERENCE
3,4.6,4620,19.0,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.7,21336,23.0,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.5,26875,73.0,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,3.9,1778,4.9,500000.0,0,0.0,3,19,BOOKS_AND_REFERENCE
3,4.4,2709,6.8,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.3,64513,21.516165435774234,5000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.2,8342,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.5,527,2.9,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,1322,3.5,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,3.4,1680,4.0,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.9,2739,21.0,50000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.6,1065,2.3,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,233757,21.516165435774234,10000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.193338315362448,2,7.2,50000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,8788,10.0,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,51269,6.1,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,30105,2.1,1000000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,3.5,156,42.0,500000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.193338315362448,114,7.3,100000.0,0,0.0,1,19,BOOKS_AND_REFERENCE
3,4.4,341157,30.0,10000000.0,0,0.0,2,19,BOOKS_AND_REFERENCE
4,4.1,16129,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.3,674730,21.516165435774234,50000000.0,0,0.0,1,22,BUSINESS
4,4.4,1254730,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.3,85185,29.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.3,32584,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.1,217730,21.516165435774234,50000000.0,0,0.0,1,22,BUSINESS
4,4.4,70991,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.3,1002861,35.0,100000000.0,0,0.0,1,22,BUSINESS
4,3.9,16589,9.1,1000000.0,0,0.0,1,22,BUSINESS
4,4.8,148945,25.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,4458,3.9,500000.0,0,0.0,1,22,BUSINESS
4,4.4,62272,18.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.0,8941,12.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.3,46353,21.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.0,1279184,21.516165435774234,50000000.0,0,0.0,1,22,BUSINESS
4,4.2,88073,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.5,67000,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.2,159872,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,30847,55.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.6,188841,3.2,5000000.0,0,0.0,1,22,BUSINESS
4,4.1,11622,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.6,95912,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,3.1,4034,0.0224609375,100000.0,0,0.0,1,22,BUSINESS
4,3.9,45964,16.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.3,14955,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.1,6903,14.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.4,31614,37.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.1,23055,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.1,19023,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,207372,11.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,1225,25.0,100000.0,0,0.0,1,22,BUSINESS
4,4.4,380837,7.3,10000000.0,0,0.0,1,22,BUSINESS
4,4.3,10600,6.5,1000000.0,0,0.0,1,22,BUSINESS
4,4.4,74359,25.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.6,822,3.1,100000.0,0,0.0,1,22,BUSINESS
4,4.2,80805,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,2287,1.5,1000000.0,0,0.0,1,22,BUSINESS
4,4.7,4162,7.5,100000.0,0,0.0,1,22,BUSINESS
4,3.8,14760,8.6,50000000.0,0,0.0,1,22,BUSINESS
4,3.9,23243,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.193338315362448,9,1.2,100000.0,0,0.0,1,22,BUSINESS
4,4.3,8978,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.2,80805,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,42492,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.7,286897,39.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.5,103755,14.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,46505,19.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.7,11442,6.8,100000.0,1,4.99,1,22,BUSINESS
4,4.8,10295,39.0,100000.0,1,4.99,1,22,BUSINESS
4,4.2,159872,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,296,14.0,50000.0,0,0.0,1,22,BUSINESS
4,4.3,29313,20.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,70991,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,51507,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.1,1802,26.0,100000.0,0,0.0,1,22,BUSINESS
4,3.8,1383,51.0,100000.0,0,0.0,1,22,BUSINESS
4,4.3,23175,41.0,1000000.0,0,0.0,1,22,BUSINESS
4,3.8,5868,20.0,500000.0,0,0.0,1,22,BUSINESS
4,3.5,2111,21.516165435774234,100000.0,0,0.0,1,22,BUSINESS
4,4.1,5448,12.0,500000.0,0,0.0,1,22,BUSINESS
4,4.6,4159,48.0,500000.0,0,0.0,1,22,BUSINESS
4,4.3,20815,10.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,78662,22.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.1,7149,11.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,3079,8.5,100000.0,0,0.0,1,22,BUSINESS
4,4.6,5800,8.6,100000.0,0,0.0,1,22,BUSINESS
4,4.0,6989,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.2,16422,28.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.4,108741,28.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.4,31614,37.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.0,624,9.0,100000.0,0,0.0,1,22,BUSINESS
4,4.2,1661,46.0,100000.0,0,0.0,1,22,BUSINESS
4,4.2,97702,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.1,308,14.0,50000.0,0,0.0,1,22,BUSINESS
4,4.0,6989,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,3.8,5211,26.0,1000000.0,0,0.0,1,22,BUSINESS
4,3.9,1058,23.0,500000.0,0,0.0,1,22,BUSINESS
4,3.9,78172,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,159872,21.516165435774234,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,296,14.0,50000.0,0,0.0,1,22,BUSINESS
4,4.3,29313,20.0,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,70991,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,51507,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.1,1802,26.0,100000.0,0,0.0,1,22,BUSINESS
4,3.8,1383,51.0,100000.0,0,0.0,1,22,BUSINESS
4,4.3,23175,41.0,1000000.0,0,0.0,1,22,BUSINESS
4,3.8,5868,20.0,500000.0,0,0.0,1,22,BUSINESS
4,3.5,2111,21.516165435774234,100000.0,0,0.0,1,22,BUSINESS
4,4.1,5448,12.0,500000.0,0,0.0,1,22,BUSINESS
4,4.6,4159,48.0,500000.0,0,0.0,1,22,BUSINESS
4,4.3,20815,10.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,78662,22.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.1,7149,11.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.5,3079,8.5,100000.0,0,0.0,1,22,BUSINESS
4,4.6,5800,8.6,100000.0,0,0.0,1,22,BUSINESS
4,4.0,6989,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.2,16422,28.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.3,8978,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.2,80804,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.4,42492,21.516165435774234,1000000.0,0,0.0,1,22,BUSINESS
4,4.7,286897,39.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.5,103755,14.0,10000000.0,0,0.0,1,22,BUSINESS
4,4.2,46505,19.0,1000000.0,0,0.0,1,22,BUSINESS
4,4.7,11442,6.8,100000.0,1,4.99,1,22,BUSINESS
4,4.8,10295,39.0,100000.0,1,4.99,1,22,BUSINESS
4,4.1,217730,21.516165435774234,50000000.0,0,0.0,1,22,BUSINESS
4,4.3,1002859,35.0,100000000.0,0,0.0,1,22,BUSINESS
4,4.4,51510,21.516165435774234,5000000.0,0,0.0,1,22,BUSINESS
4,4.5,413,29.0,10000.0,0,0.0,1,22,BUSINESS
4,4.3,23175,41.0,1000000.0,0,0.0,1,22,BUSINESS
5,4.5,1013635,21.516165435774234,10000000.0,0,0.0,4,34,COMICS
5,4.6,24005,4.9,500000.0,0,0.0,0,34,COMICS
5,4.7,57106,27.0,1000000.0,0,0.0,4,34,COMICS
5,4.7,2249,32.0,500000.0,0,0.0,1,34,COMICS
5,4.8,516,12.0,50000.0,0,0.0,1,35,COMICS
5,3.9,834,15.0,50000.0,0,0.0,3,34,COMICS
5,4.1,1010,11.0,50000.0,0,0.0,3,34,COMICS
5,4.4,238970,28.0,1000000.0,0,0.0,4,34,COMICS
5,4.6,302,2.2,10000.0,0,0.0,4,34,COMICS
5,4.5,438,3.4,10000.0,0,0.0,1,34,COMICS
5,4.7,73,8.3,10000.0,0,0.0,1,34,COMICS
5,4.4,39,4.3,10000.0,0,0.0,2,34,COMICS
5,4.5,144,4.7,10000.0,0,0.0,1,34,COMICS
5,3.9,2181,10.0,100000.0,0,0.0,4,34,COMICS
5,3.2,93965,15.0,5000000.0,0,0.0,4,34,COMICS
5,3.2,1446,7.1,100000.0,0,0.0,3,34,COMICS
5,4.1,12088,21.0,1000000.0,0,0.0,3,34,COMICS
5,4.5,314,6.1,100000.0,0,0.0,1,34,COMICS
5,4.2,25671,21.516165435774234,1000000.0,0,0.0,4,34,COMICS
5,4.2,15194,15.0,1000000.0,0,0.0,4,34,COMICS
5,3.7,22551,11.0,1000000.0,0,0.0,4,34,COMICS
5,4.5,29839,29.0,1000000.0,0,0.0,4,34,COMICS
5,4.6,279,3.3,100000.0,0,0.0,1,34,COMICS
5,4.5,564387,21.516165435774234,5000000.0,0,0.0,1,34,COMICS
5,4.193338315362448,1330,22.0,50000.0,0,0.0,1,34,COMICS
5,4.7,1677,40.0,100000.0,0,0.0,1,34,COMICS
5,4.4,757,10.0,10000.0,0,0.0,4,34,COMICS
5,3.5,115,9.1,10000.0,0,0.0,3,34,COMICS
5,3.3,125,4.7,5000.0,0,0.0,4,34,COMICS
5,4.5,9952,38.0,500000.0,0,0.0,2,34,COMICS
5,4.4,18814,21.516165435774234,1000000.0,0,0.0,3,34,COMICS
5,4.2,21,6.7,5000.0,0,0.0,1,34,COMICS
5,5.0,15,37.0,1000.0,0,0.0,1,34,COMICS
5,4.4,51981,21.516165435774234,5000000.0,0,0.0,1,34,COMICS
5,4.7,3596,7.8,10000.0,0,0.0,4,34,COMICS
5,4.4,1006,19.0,50000.0,0,0.0,1,34,COMICS
5,4.4,5968,5.7,1000000.0,0,0.0,1,34,COMICS
5,4.6,4895,35.0,100000.0,0,0.0,1,34,COMICS
6,4.0,56642847,21.516165435774234,1000000000.0,0,0.0,1,36,COMMUNICATION
6,4.4,69119316,21.516165435774234,1000000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,125257,17.0,10000000.0,0,0.0,4,36,COMMUNICATION
6,4.3,9642995,21.516165435774234,1000000000.0,0,0.0,1,36,COMMUNICATION
6,4.4,1429035,21.516165435774234,100000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,4604324,21.516165435774234,1000000000.0,0,0.0,1,36,COMMUNICATION
6,4.0,3419249,21.516165435774234,1000000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,11334799,21.516165435774234,500000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,158679,8.8,5000000.0,0,0.0,1,36,COMMUNICATION
6,4.4,3075028,21.516165435774234,100000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,4187998,16.0,100000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,659395,11.0,100000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,4785892,11.0,500000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,66602,21.516165435774234,50000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,30209,15.0,5000000.0,0,0.0,1,36,COMMUNICATION
6,4.0,36901,6.6,5000000.0,0,0.0,1,36,COMMUNICATION
6,4.5,5149854,21.516165435774234,100000000.0,0,0.0,1,36,COMMUNICATION
6,4.3,192948,6.6,10000000.0,0,0.0,1,36,COMMUNICATION
6,3.7,99559,21.516165435774234,10000000.0,0,0.0,1,36,COMMUNICATION
